%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status
1362970509158461416,274,1362970509158461416,,1362970509.158468424,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.67, -0.0853, 1.54, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509278456102,275,1362970509278456102,,1362970509.278463264,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.71, -0.0709, 1.54, 0, -0, 18.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509398466386,276,1362970509398466386,,1362970509.398473963,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.73, -0.0677, 1.53, 0, -0, 18.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509518465761,277,1362970509518465761,,1362970509.518476092,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.75, -0.0696, 1.52, 0, -0, 17.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509638462430,278,1362970509638462430,,1362970509.638470385,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.75, -0.0913, 1.52, 0, -0, 17.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509758439282,279,1362970509758439282,,1362970509.758446259,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.76, -0.0972, 1.51, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509878472016,280,1362970509878472016,,1362970509.878479366,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.75, -0.118, 1.51, 0, -0, 17, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970509998463753,281,1362970509998463753,,1362970509.998472328,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.74, -0.126, 1.5, 0, -0, 16.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510118458547,282,1362970510118458547,,1362970510.118465394,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.73, -0.138, 1.5, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510238460803,283,1362970510238460803,,1362970510.238467505,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.71, -0.147, 1.5, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510358483345,284,1362970510358483345,,1362970510.358490486,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.68, -0.151, 1.5, 0, -0, 16.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510478455516,285,1362970510478455516,,1362970510.478462242,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.67, -0.155, 1.49, 0, -0, 16.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510598487359,286,1362970510598487359,,1362970510.598493972,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.63, -0.173, 1.5, 0, -0, 16.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510718459985,287,1362970510718459985,,1362970510.718467071,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.61, -0.172, 1.51, 0, -0, 16.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510838455277,288,1362970510838455277,,1362970510.838462680,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.57, -0.184, 1.51, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970510958462772,289,1362970510958462772,,1362970510.958475027,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.52, -0.198, 1.52, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511078458190,290,1362970511078458190,,1362970511.078466314,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.49, -0.201, 1.51, 0, -0, 16.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511198453851,291,1362970511198453851,,1362970511.198460881,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.45, -0.213, 1.51, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511318458795,292,1362970511318458795,,1362970511.318465383,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.43, -0.221, 1.5, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511438467406,293,1362970511438467406,,1362970511.438482962,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.4, -0.222, 1.48, 0, -0, 17.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511558480667,294,1362970511558480667,,1362970511.558487592,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.35, -0.227, 1.48, 0, -0, 18.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511678461616,295,1362970511678461616,,1362970511.678469706,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.32, -0.223, 1.49, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511798464123,296,1362970511798464123,,1362970511.798471994,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.28, -0.232, 1.49, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970511918468841,297,1362970511918468841,,1362970511.918477184,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.26, -0.241, 1.46, 0, -0, 18.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512038489669,298,1362970512038489669,,1362970512.038502312,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.24, -0.246, 1.48, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512158457770,299,1362970512158457770,,1362970512.158464259,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.21, -0.265, 1.46, 0, -0, 18.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512278464713,300,1362970512278464713,,1362970512.278472157,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.19, -0.272, 1.48, 0, -0, 18.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512398460542,301,1362970512398460542,,1362970512.398467905,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.18, -0.272, 1.48, 0, -0, 18.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512518459184,302,1362970512518459184,,1362970512.518466674,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.17, -0.289, 1.48, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512638456587,303,1362970512638456587,,1362970512.638462944,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.15, -0.308, 1.48, 0, -0, 18.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512758490549,304,1362970512758490549,,1362970512.758500330,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.13, -0.339, 1.47, 0, -0, 18.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512878461749,305,1362970512878461749,,1362970512.878468134,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.12, -0.36, 1.46, 0, -0, 18.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970512998453153,306,1362970512998453153,,1362970512.998459424,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.11, -0.381, 1.46, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513118456088,307,1362970513118456088,,1362970513.118462797,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.11, -0.401, 1.48, 0, -0, 18.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513238475558,308,1362970513238475558,,1362970513.238494174,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.12, -0.427, 1.49, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513358509536,309,1362970513358509536,,1362970513.358519017,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.13, -0.437, 1.51, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513478487489,310,1362970513478487489,,1362970513.478492882,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.14, -0.456, 1.51, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513598459530,311,1362970513598459530,,1362970513.598468098,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.14, -0.481, 1.51, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513718485481,312,1362970513718485481,,1362970513.718501788,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.16, -0.506, 1.54, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513838464496,313,1362970513838464496,,1362970513.838473893,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.19, -0.535, 1.53, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970513958572589,314,1362970513958572589,,1362970513.958581592,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.22, -0.567, 1.52, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514078499335,315,1362970514078499335,,1362970514.078507223,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.23, -0.573, 1.53, 0, -0, 18.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514198485897,316,1362970514198485897,,1362970514.198492677,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.25, -0.585, 1.55, 0, -0, 18.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514318458246,317,1362970514318458246,,1362970514.318467476,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.26, -0.596, 1.56, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514438588875,318,1362970514438588875,,1362970514.438596284,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.27, -0.597, 1.56, 0, -0, 18.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514558456432,319,1362970514558456432,,1362970514.558464221,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.3, -0.603, 1.55, 0, -0, 18.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514678459417,320,1362970514678459417,,1362970514.678466095,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.31, -0.599, 1.56, 0, -0, 18.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514798460609,321,1362970514798460609,,1362970514.798471199,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.32, -0.599, 1.57, 0, -0, 18.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970514918459366,322,1362970514918459366,,1362970514.918465711,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.31, -0.604, 1.56, 0, -0, 18.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970515038467249,323,1362970515038467249,,1362970515.038478232,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.3, -0.609, 1.56, 0, -0, 18.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970515158453779,324,1362970515158453779,,1362970515.158461237,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515278469963,325,1362970515278469963,,1362970515.278479236,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515398478516,326,1362970515398478516,,1362970515.398485064,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515518457355,327,1362970515518457355,,1362970515.518466550,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515638458928,328,1362970515638458928,,1362970515.638465245,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515758456735,329,1362970515758456735,,1362970515.758463408,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515878477534,330,1362970515878477534,,1362970515.878490758,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970515998477831,331,1362970515998477831,,1362970515.998487244,, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516118582912,332,1362970516118582912,,1362970516.118586126,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516238456546,333,1362970516238456546,,1362970516.238463631,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516358456941,334,1362970516358456941,,1362970516.358463305,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516478458738,335,1362970516478458738,,1362970516.478463902,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516598463064,336,1362970516598463064,,1362970516.598469833,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516718478989,337,1362970516718478989,,1362970516.718484763,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516838461161,338,1362970516838461161,,1362970516.838467978,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970516958458602,339,1362970516958458602,,1362970516.958466489,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517078472822,340,1362970517078472822,,1362970517.078482240,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517198468482,341,1362970517198468482,,1362970517.198476684,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517318471549,342,1362970517318471549,,1362970517.318479388,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517438474647,343,1362970517438474647,,1362970517.438483616,Landing, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517558485004,344,1362970517558485004,,1362970517.558492185,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517678499165,345,1362970517678499165,,1362970517.678508594,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517798477082,346,1362970517798477082,,1362970517.798489931,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970517918479587,347,1362970517918479587,,1362970517.918484956,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518038485993,348,1362970518038485993,,1362970518.038502774,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518158461725,349,1362970518158461725,,1362970518.158470090,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518278456817,350,1362970518278456817,,1362970518.278464629,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518398581626,351,1362970518398581626,,1362970518.398589789,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518518455308,352,1362970518518455308,,1362970518.518460593,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518638424636,353,1362970518638424636,,1362970518.638436465,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518758459475,354,1362970518758459475,,1362970518.758467603,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518878455866,355,1362970518878455866,,1362970518.878462953,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970518998460116,356,1362970518998460116,,1362970518.998469685,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519118460550,357,1362970519118460550,,1362970519.118468174,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519238459716,358,1362970519238459716,,1362970519.238467242,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519358459686,359,1362970519358459686,,1362970519.358466992,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519478457826,360,1362970519478457826,,1362970519.478464606,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519598460123,361,1362970519598460123,,1362970519.598470083,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519718458226,362,1362970519718458226,,1362970519.718463739,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519838464409,363,1362970519838464409,,1362970519.838472337,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970519958456408,364,1362970519958456408,,1362970519.958464113,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520078466880,365,1362970520078466880,,1362970520.078478968,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520198458757,366,1362970520198458757,,1362970520.198466552,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520318460581,367,1362970520318460581,,1362970520.318467035,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520438457424,368,1362970520438457424,,1362970520.438467472,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520558460291,369,1362970520558460291,,1362970520.558466911,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520678459933,370,1362970520678459933,,1362970520.678465053,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520798466436,371,1362970520798466436,,1362970520.798476170,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970520918460366,372,1362970520918460366,,1362970520.918466595,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970521038478071,373,1362970521038478071,,1362970521.038489008,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970521158456192,374,1362970521158456192,,1362970521.158463458,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970521278460432,375,1362970521278460432,,1362970521.278466964,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970521398482300,376,1362970521398482300,,1362970521.398490284,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
1362970521518498822,377,1362970521518498822,,1362970521.518506342,Resetted, NOFACE, NOTELECTED, INGROUP, None, NOP, ;
