         t,         x,         y,       yaw,   current,   battCap,  mBattCap,   voltage,     mVLpf,   battTem,  tEneDiss,    batLel,      xDot,      yDot,    yamDot,
  0.100000,  0.000000,  0.000000,  0.000000, -0.202000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.200000,  1.170980,  8.286900, -1.843670, -0.221000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.300000,  1.170980,  8.286900, -1.843670, -0.241000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.400000,  1.170980,  8.286900, -1.843670, -0.247000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.500000,  1.170980,  8.286900, -1.843670, -0.247000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.600000,  1.170980,  8.286900, -1.843670, -0.247000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.700000,  1.172890,  8.287600, -1.862720, -0.254000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.800000,  1.170970,  8.287660, -1.854910, -0.254000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.900000,  1.170970,  8.287660, -1.854910, -0.260000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.000000,  1.170980,  8.286900, -1.843670, -0.260000,  2.701000,  2.702000, 16.198000, 16.198000, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.100000,  1.170980,  8.286900, -1.843670, -0.260000,  2.701000,  2.702000, 16.170000, 16.197439, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.200000,  1.170980,  8.286170, -1.876850, -0.260000,  2.701000,  2.702000, 16.170000, 16.196890, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.300000,  1.170980,  8.286170, -1.876850, -0.254000,  2.701000,  2.702000, 16.170000, 16.196352, 42.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
