         t,         x,         y,       yaw,   current,   battCap,  mBattCap,   voltage,     mVLpf,   battTem,  tEneDiss,    batLel,      xDot,      yDot,    yamDot,  isCharge,    cState,    cSoure,
  0.100000,  0.000000,  0.000000,  0.000000, -0.208000,  2.701000,  2.702000, 13.637000, 13.637000, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.200000,  0.459707,  6.862810,  0.115229, -0.234000,  2.701000,  2.702000, 13.637000, 13.637000, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.300000,  0.460825,  6.862960,  0.133616, -0.254000,  2.701000,  2.702000, 13.637000, 13.637000, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.400000,  0.460825,  6.862960,  0.133616, -0.260000,  2.701000,  2.702000, 13.609000, 13.636440, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.500000,  0.460830,  6.862150,  0.131945, -0.260000,  2.701000,  2.702000, 13.609000, 13.635892, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.600000,  0.460830,  6.862150,  0.131945, -0.260000,  2.701000,  2.702000, 13.609000, 13.635354, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.700000,  0.460821,  6.863780,  0.135332, -0.267000,  2.701000,  2.702000, 13.609000, 13.634827, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.800000,  0.460821,  6.863780,  0.135332, -0.273000,  2.701000,  2.702000, 13.609000, 13.634310, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.900000,  0.460825,  6.862960,  0.133616, -0.273000,  2.701000,  2.702000, 13.609000, 13.633803, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.000000,  0.460825,  6.862960,  0.133616, -0.280000,  2.701000,  2.702000, 13.582000, 13.632768, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.100000,  0.460825,  6.862960,  0.133616, -0.273000,  2.701000,  2.702000, 13.582000, 13.631752, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.200000,  0.459707,  6.862810,  0.115229, -0.273000,  2.701000,  2.702000, 13.582000, 13.630757, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.300000,  0.459707,  6.862810,  0.115229, -0.267000,  2.701000,  2.702000, 13.582000, 13.629782, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.400000,  0.460825,  6.862960,  0.133616, -0.267000,  2.701000,  2.702000, 13.582000, 13.628826, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.500000,  0.460825,  6.862960,  0.133616, -0.273000,  2.701000,  2.702000, 13.582000, 13.627890, 15.000000,  0.000000,  0.999630,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
