         t,         x,         y,       yaw,   current,   battCap,  mBattCap,   voltage,     mVLpf,   battTem,  tEneDiss,    batLel,      xDot,      yDot,    yamDot,  isCharge,    cState,    cSoure,
  0.100000,  0.000000,  0.000000,  0.000000, -0.163000,  0.000000,  2.702000, 11.411000, 11.411000, 26.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.200000,  1.632240,  7.432120, -1.641140, -0.163000,  0.000000,  2.702000, 11.411000, 11.411000, 26.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.300000,  1.633960,  7.432240, -1.623040, -0.163000,  0.000000,  2.702000, 11.411000, 11.411000, 26.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.400000,  1.633950,  7.432950, -1.612040, -0.163000,  0.000000,  2.702000, 11.411000, 11.411000, 26.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.500000,  0.574171,  8.056680,  0.831654, 29.741000, 28.265000, 29.801000, 24.937000, 11.681520,105.000000,  0.000000,  0.948458,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.600000,  0.574171,  8.056680,  0.831654, 30.068000, 29.472000, 12.301000, 26.990000, 11.987690,101.000000,  0.000000,  2.395903,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.700000,  0.574171,  8.056680,  0.831654, 25.959000, 17.184000, 12.854000,  8.292000, 11.913776, 45.000000,  0.000000,  1.336860,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.800000,  0.574171,  8.056680,  0.831654,  8.224000, 25.959000, 11.587000, 14.649000, 11.968481,100.000000,  0.000000,  2.240356,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  0.900000,  0.574171,  8.056680,  0.831654, 12.857000,  8.224000, 25.701000, 16.672000, 12.062551, 57.000000,  0.000000,  0.319988,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.000000,  0.574171,  8.056680,  0.831654, 27.969000, 12.857000, 14.624000,  8.224000, 11.985781, 32.000000,  0.000000,  0.879171,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.100000,  0.588671,  7.861250,  1.033350, 13.856000, 27.969000,  8.242000, 14.389000, 12.033845, 32.000000,  0.000000,  3.393472,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.200000,  0.588671,  7.861250,  1.033350, 12.600000, 13.344000,  8.301000,  8.241000, 11.957988, 56.000000,  0.000000,  1.607517,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.300000,  0.588671,  7.861250,  1.033350, 22.048000, 12.601000, 13.113000,  8.301000, 11.884848, 49.000000,  0.000000,  0.960955,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.400000,  0.588671,  7.861250,  1.033350,  8.224000, 22.048000, 12.593000,  8.248000, 11.812111,109.000000,  0.000000,  1.750814,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.500000,  0.588671,  7.861250,  1.033350, 25.376000,  8.224000, 27.990000, 29.541000, 12.166689, 57.000000,  0.000000,  0.293819,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.600000,  0.588671,  7.861250,  1.033350,  8.307000, 25.376000, 12.592000, 12.320000, 12.169755,101.000000,  0.000000,  2.015248,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.700000,  0.588671,  7.861250,  1.033350, 28.192000,  8.224000, 29.541000, 28.009000, 12.486540, 48.000000,  0.000000,  0.278393,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.800000,  0.588671,  7.861250,  1.033350,  8.224000, 26.990000,  8.240000, 14.880000, 12.534409,109.000000,  0.000000,  3.275485,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  1.900000,  0.588671,  7.861250,  1.033350, 24.948000,  8.224000,  8.301000,  2.658000, 12.336881, 58.000000,  0.000000,  0.990724,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.000000,  0.588671,  7.861250,  1.033350,  8.205000, 25.185000, 29.754000, 13.856000, 12.367263, 10.000000,  0.000000,  0.846441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.100000,  0.587440,  7.861270,  1.034260,  8.242000,  8.224000,  3.338000, 11.587000, 12.351658, 54.000000,  0.000000,  2.463751,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.200000,  0.588671,  7.861250,  1.033350, 25.959000, 17.184000, 12.854000,  8.292000, 12.270465, 45.000000,  0.000000,  1.336860,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.300000,  0.588671,  7.861250,  1.033350, 14.624000, 25.701000, 26.413000, 12.857000, 12.282196, 32.000000,  0.000000,  0.973044,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.400000,  0.588671,  7.861250,  1.033350, 16.672000, 14.649000,  8.224000,  8.301000, 12.202572, 50.000000,  0.000000,  1.781250,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.500000,  0.588671,  7.861250,  1.033350, 13.088000, 27.969000,  8.242000, 12.338000, 12.205280, 32.000000,  0.000000,  3.393472,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.600000,  0.588671,  7.861250,  1.033350, 12.593000, 13.879000,  8.224000, 22.048000, 12.402135, 57.000000,  0.000000,  1.687622,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.700000,  0.588671,  7.861250,  1.033350,  8.301000,  8.241000, 12.848000, 12.320000, 12.400493, 86.000000,  0.000000,  0.641423,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.800000,  0.588671,  7.861250,  1.033350,  8.242000,  8.224000, 27.990000, 25.955000, 12.671583, 49.000000,  0.000000,  0.293819,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  2.900000,  0.588671,  7.861250,  1.033350,  8.307000, 25.376000, 12.850000, 12.320000, 12.664552,101.000000,  0.000000,  1.974786,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.000000,  0.588671,  7.861250,  1.033350, 28.192000,  8.224000, 29.541000, 28.009000, 12.971440, 48.000000,  0.000000,  0.278393,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.100000,  0.588671,  7.861250,  1.033350,  8.224000, 26.990000,  8.240000, 14.880000, 13.009611,109.000000,  0.000000,  3.275485,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.200000,  0.588671,  7.861250,  1.033350, 24.948000,  8.224000,  8.301000,  2.658000, 12.802579, 58.000000,  0.000000,  0.990724,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.300000,  0.588671,  7.861250,  1.033350,  8.205000, 25.185000, 29.754000, 13.856000, 12.823647, 10.000000,  0.000000,  0.846441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.400000,  0.588671,  7.861250,  1.033350,  8.242000,  8.224000,  3.338000, 11.587000, 12.798915, 54.000000,  0.000000,  2.463751,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.500000,  0.588671,  7.861250,  1.033350, 25.959000, 17.184000, 12.854000,  8.292000, 12.708776, 45.000000,  0.000000,  1.336860,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
  3.600000,  0.588671,  7.861250,  1.033350, 13.856000, 25.701000, 26.413000, 12.856000, 12.711721, 32.000000,  0.000000,  0.973044,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,
