	 t,	    x,         y,       yaw,   current,   battCap,  mBattCap,   voltage,     mVLpf,   battTem,  tEneDiss,    batLel,
176.000000,  1.392520,  8.758360,  1.112458, -0.488000,  2.226000,  2.702000, 14.806000, 14.751847, 16.000000,  0.000000,  0.823834,  1.392520,
177.000000,  1.392520,  8.758360,  0.712458, -0.469000,  2.226000,  2.702000, 14.806000, 14.761754, 16.000000,  0.000000,  0.823834,  1.392520,
178.000000,  1.327084,  9.043401,  0.364442, -0.482000,  2.226000,  2.702000, 14.778000, 14.766651, 16.000000,  0.000000,  0.823834,  1.327084,
179.000000,  1.348640,  9.054170,  0.044442, -0.716000,  2.226000,  2.702000, 14.750000, 14.769686, 16.000000,  0.000000,  0.823834,  1.348640,
180.000000,  1.434331,  9.037241, -0.067671, -0.690000,  2.225000,  2.702000, 14.723000, 14.763002, 16.000000,  0.000000,  0.823464,  1.434331,
181.000000,  1.713090,  8.878570, -0.438067, -0.540000,  2.225000,  2.702000, 14.750000, 14.757272, 16.000000,  0.000000,  0.823464,  1.713090,
182.000000,  1.726737,  8.872343, -0.068067, -0.482000,  2.225000,  2.702000, 14.778000, 14.758632, 16.000000,  0.000000,  0.823464,  1.726737,
183.000000,  1.741199,  8.876324,  0.271933, -0.619000,  2.225000,  2.702000, 14.778000, 14.762176, 16.000000,  0.000000,  0.823464,  1.741199,
184.000000,  1.909885,  8.789487,  0.624165, -0.488000,  2.225000,  2.702000, 14.778000, 14.765070, 16.000000,  0.000000,  0.823464,  1.909885,
185.000000,  1.912611,  8.793679,  0.994165, -0.495000,  2.225000,  2.702000, 14.778000, 14.767982, 16.000000,  0.000000,  0.823464,  1.912611,
186.000000,  1.959930,  8.786070,  1.198293, -0.319000,  2.225000,  2.702000, 14.806000, 14.770925, 16.000000,  0.000000,  0.823464,  1.959930,
187.000000,  1.959930,  8.786070,  1.198293, -0.273000,  2.225000,  2.702000, 14.862000, 14.784686, 16.000000,  0.000000,  0.823464,  1.959930,
188.000000,  1.959930,  8.786070,  1.198293, -0.319000,  2.225000,  2.702000, 14.890000, 14.802521, 16.000000,  0.000000,  0.823464,  1.959930,
189.000000,  1.959930,  8.786070,  0.792457, -0.462000,  2.224000,  2.702000, 14.834000, 14.811177, 16.000000,  0.000000,  0.823094,  1.959930,
190.000000,  1.959930,  8.786070,  0.388765, -0.462000,  2.224000,  2.702000, 14.806000, 14.813178, 16.000000,  0.000000,  0.823094,  1.959930,
191.000000,  1.970710,  8.832130, -0.011235, -0.456000,  2.224000,  2.702000, 14.806000, 14.811864, 16.000000,  0.000000,  0.823094,  1.970710,
192.000000,  1.970710,  8.832130, -0.411235, -0.462000,  2.224000,  2.702000, 14.806000, 14.810790, 16.000000,  0.000000,  0.823094,  1.970710,
193.000000,  1.970710,  8.832130, -0.811705, -0.449000,  2.224000,  2.702000, 14.806000, 14.809915, 16.000000,  0.000000,  0.823094,  1.970710,
194.000000,  1.970710,  8.832130, -1.215788, -0.469000,  2.224000,  2.702000, 14.806000, 14.809199, 16.000000,  0.000000,  0.823094,  1.970710,
195.000000,  1.977830,  8.863830, -1.481594, -0.684000,  2.224000,  2.702000, 14.750000, 14.804277, 16.000000,  0.000000,  0.823094,  1.977830,
196.000000,  2.019220,  8.668460, -1.601594, -0.677000,  2.223000,  2.702000, 14.723000, 14.790788, 16.000000,  0.000000,  0.822724,  2.019220,
