         t,         x,         y,       yaw,   current,   battCap,  mBattCap,   voltage,     mVLpf,   battTem,  tEneDiss,    batLel,      xDot,      yDot,    yamDot,
  0.100000,  0.000000,  0.000000,  0.000000, -0.182000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.200000,  1.839530,  7.528880, -1.586780, -0.202000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.300000,  1.839530,  7.528880, -1.586780, -0.228000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.400000,  1.839520,  7.530260, -1.608630, -0.241000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.500000,  1.839520,  7.530260, -1.608630, -0.241000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.600000,  1.840350,  7.528250, -1.598780, -0.241000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.700000,  1.840320,  7.528930, -1.585700, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.800000,  1.840320,  7.528930, -1.585700, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  0.900000,  1.839520,  7.530260, -1.608630, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.000000,  1.841140,  7.529000, -1.608470, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.100000,  1.841140,  7.529000, -1.608470, -0.254000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.200000,  1.841140,  7.528990, -1.586790, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.300000,  1.841140,  7.528990, -1.586790, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.400000,  1.841140,  7.529000, -1.608470, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.500000,  1.839530,  7.528890, -1.608450, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.600000,  1.839530,  7.528890, -1.608450, -0.241000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.700000,  1.840320,  7.529630, -1.596500, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.800000,  1.840320,  7.529630, -1.596500, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  1.900000,  1.840350,  7.528250, -1.598780, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.000000,  1.840350,  7.528250, -1.598780, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.100000,  1.840320,  7.528930, -1.585700, -0.254000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.200000,  1.840320,  7.528940, -1.607100, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.300000,  1.840320,  7.528940, -1.607100, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.400000,  1.841950,  7.529740, -1.598980, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.500000,  1.841950,  7.529740, -1.598980, -0.247000,  2.701000,  2.702000, 16.142000, 16.142000, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.600000,  1.841140,  7.528310, -1.597540, -0.241000,  2.701000,  2.702000, 16.114000, 16.141439, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.700000,  1.840350,  7.528930, -1.587900, -0.247000,  2.701000,  2.702000, 16.114000, 16.140890, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.800000,  1.840350,  7.528930, -1.587900, -0.247000,  2.701000,  2.702000, 16.114000, 16.140352, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  2.900000,  1.840320,  7.528940, -1.607100, -0.247000,  2.701000,  2.702000, 16.114000, 16.139826, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
  3.000000,  1.840320,  7.528940, -1.607100, -0.254000,  2.701000,  2.702000, 16.114000, 16.139309, 35.000000,  0.000000,  0.999630,0.000000e+00,0.000000e+00,0.000000e+00,
