                   t,                   x,                   y,                 yaw,             current,     batteryCapacity,  maxBatteryCapacity,             voltage,         mVoltageLpf,  batteryTemperature,totalEnergyDissipated,
            0.100000,            1.038060,            7.001860,            3.086490,           -0.306000,            1.149000,            2.702000,           13.303000,           13.426404,           15.000000,            0.000000,            0.425241,            1.038060,
            0.100000,            1.038070,            7.000340,            3.084980,           -0.306000,            1.149000,            2.702000,           13.220000,           13.394446,           15.000000,            0.000000,            0.425241,            1.038070,
            0.100000,            1.038050,            7.002630,            3.087210,           -0.306000,            1.149000,            2.702000,           13.136000,           13.354630,           15.000000,            0.000000,            0.425241,            1.038050,
            0.100000,            1.038050,            7.002630,            3.085740,           -0.313000,            1.149000,            2.702000,           13.081000,           13.310372,           15.000000,            0.000000,            0.425241,            1.038050,
            0.100000,            1.038050,            7.002640,            3.117480,           -0.313000,            1.149000,            2.702000,           13.025000,           13.263074,           15.000000,            0.000000,            0.425241,            1.038050,
            0.100000,            1.038060,            7.001860,            2.847374,           -0.547000,            1.149000,            2.702000,           12.802000,           13.200901,           15.000000,            0.000000,            0.425241,            1.038060,
            0.100000,            1.038060,            7.001860,            2.447374,           -0.534000,            1.149000,            2.702000,           12.580000,           13.102893,           15.000000,            0.000000,            0.425241,            1.038060,
            0.100000,            1.038060,            7.001860,            2.043525,           -0.547000,            1.149000,            2.702000,           12.524000,           13.000889,           15.000000,            0.000000,            0.425241,            1.038060,
            0.100000,            1.023027,            6.994797,            1.723525,           -0.807000,            1.148000,            2.702000,           12.440000,           12.909809,           15.000000,            0.000000,            0.424870,            1.023027,
            0.100000,            0.998815,            7.045980,            1.603525,           -0.801000,            1.148000,            2.702000,           12.301000,           12.808272,           15.000000,            0.000000,            0.424870,            0.998815,
            0.100000,            0.984331,            7.352633,            1.565534,           -0.807000,            1.148000,            2.702000,           12.246000,           12.708230,           15.000000,            0.000000,            0.424870,            0.984331,
            0.100000,            0.987942,            7.660620,            1.585534,           -0.736000,            1.148000,            2.702000,           12.246000,           12.620667,           15.000000,            0.000000,            0.424870,            0.987942,
            0.100000,            0.991450,            7.894630,            1.551552,           -0.788000,            1.148000,            2.702000,           12.190000,           12.543811,           15.000000,            0.000000,            0.424870,            0.991450,
            0.100000,            0.993571,            8.173180,            1.551552,           -0.794000,            1.147000,            2.702000,           12.134000,           12.473323,           15.000000,            0.000000,            0.424500,            0.993571,
            0.100000,            0.991162,            8.482944,            1.591552,           -0.801000,            1.147000,            2.702000,           12.106000,           12.410691,           15.000000,            0.000000,            0.424500,            0.991162,
            0.100000,            0.994965,            8.578380,            1.271552,           -0.553000,            1.147000,            2.702000,           12.218000,           12.365561,           15.000000,            0.000000,            0.424500,            0.994965,
            0.100000,            0.994965,            8.578380,            0.871552,           -0.534000,            1.147000,            2.702000,           12.246000,           12.342259,           15.000000,            0.000000,            0.424500,            0.994965,
            0.100000,            0.997357,            8.867863,            0.531552,           -0.671000,            1.147000,            2.702000,           12.246000,           12.328521,           15.000000,            0.000000,            0.424500,            0.997357,
            0.100000,            0.999285,            8.882430,            0.227732,           -0.872000,            1.146000,            2.702000,           12.190000,           12.311218,           15.000000,            0.000000,            0.424130,            0.999285,
            0.100000,            1.074370,            8.912820,            0.107732,           -0.814000,            1.146000,            2.702000,           12.023000,           12.269698,           15.000000,            0.000000,            0.424130,            1.074370,
            0.100000,            1.415183,            8.960403,            0.111681,           -0.807000,            0.000000,            2.702000,           11.800000,           12.202529,           15.000000,            0.000000,            0.000000,            1.415183,
            0.100000,            1.730570,            8.979010,            0.071681,           -0.658000,            0.000000,            2.702000,           11.605000,           12.105969,           15.000000,            0.000000,            0.000000,            1.730570,
            0.100000,            1.839538,            8.986755,            0.069660,           -0.358000,           65.535000,            2.702000,           11.661000,           12.006145,           15.000000,            0.000000,           24.254256,            1.839538,
            0.100000,            1.839538,            8.986755,            0.069660,           -0.345000,           65.535000,            2.702000,           11.939000,           11.975877,           15.000000,            0.000000,           24.254256,            1.839538,
            0.100000,            1.839538,            8.986755,            0.022436,           -0.410000,           65.535000,            2.702000,           11.995000,           11.979453,           15.000000,            0.000000,           24.254256,            1.839538,
            0.100000,            1.839538,            8.986755,            0.022436,           -0.417000,           65.535000,            2.702000,           11.912000,           11.975405,           15.000000,            0.000000,           24.254256,            1.839538,
            0.100000,            1.839538,            8.986755,            0.022436,           -0.404000,           65.535000,            2.702000,           11.800000,           11.953149,           15.000000,            0.000000,           24.254256,            1.839538,
            0.100000,            1.976520,            8.992540,            0.022436,           -0.345000,           65.535000,            2.702000,           11.689000,           11.911139,           15.000000,            0.000000,           24.254256,            1.976520,
            0.100000,            1.976520,            8.992540,            0.022436,           -0.417000,           65.535000,            2.702000,           11.578000,           11.864518,           15.000000,            0.000000,           24.254256,            1.976520,
            0.100000,            1.976520,            8.992540,            0.022436,           -0.365000,           65.535000,            2.702000,           11.327000,           11.781358,           15.000000,            0.000000,           24.254256,            1.976520,
            0.100000,            1.976520,            8.992540,            0.022436,           -0.430000,           65.534000,            2.702000,           11.188000,           11.684019,           15.000000,            0.000000,           24.253886,            1.976520,
            0.100000,            1.976520,            8.992540,            0.022436,           -0.365000,           65.534000,            2.702000,           11.160000,           11.588630,           15.000000,            0.000000,           24.253886,            1.976520,
            0.100000,            1.975740,            8.993310,            0.022436,           -0.430000,           65.534000,            2.702000,           11.132000,           11.507532,           15.000000,            0.000000,           24.253886,            1.975740,
