  2.000000e-01, -3.425877e-01, -3.425877e-01,  3.700000e-04
  3.000000e-01, -3.741738e-01, -7.167615e-01,  3.700000e-04
  4.000000e-01, -3.952312e-01, -1.111993e+00,  3.700000e-04
  5.000000e-01, -4.000906e-01, -1.512083e+00,  3.700000e-04
  6.000000e-01, -4.000906e-01, -1.912174e+00,  3.700000e-04
  7.000000e-01, -4.057599e-01, -2.317934e+00,  3.700000e-04
  8.000000e-01, -4.114292e-01, -2.729363e+00,  3.700000e-04
  9.000000e-01, -4.162886e-01, -3.145652e+00,  3.700000e-04
  1.000000e+00, -4.211480e-01, -3.566800e+00,  3.700000e-04
  1.100000e+00, -4.207840e-01, -3.987584e+00,  3.700000e-04
  1.200000e+00, -4.204200e-01, -4.408004e+00,  3.700000e-04
  1.300000e+00, -4.155690e-01, -4.823573e+00,  3.700000e-04
  1.400000e+00, -4.107180e-01, -5.234291e+00,  3.700000e-04
  1.500000e+00, -4.107180e-01, -5.645009e+00,  3.700000e-04
  1.600000e+00, -4.107180e-01, -6.055727e+00,  3.700000e-04
  1.700000e+00, -4.107180e-01, -6.466445e+00,  3.700000e-04
  1.800000e+00, -4.107180e-01, -6.877163e+00,  3.700000e-04
  1.900000e+00, -4.155690e-01, -7.292732e+00,  3.700000e-04
  2.000000e+00, -4.204200e-01, -7.713152e+00,  3.700000e-04
  2.100000e+00, -4.204200e-01, -8.133572e+00,  3.700000e-04
  2.200000e+00, -4.155690e-01, -8.549141e+00,  3.700000e-04
  2.300000e+00, -4.050585e-01, -8.954199e+00,  3.700000e-04
  2.400000e+00, -3.993990e-01, -9.353598e+00,  3.700000e-04
  2.500000e+00, -3.993990e-01, -9.752997e+00,  3.700000e-04
  2.600000e+00, -4.050585e-01, -1.015806e+01,  3.700000e-04
  2.700000e+00, -4.107180e-01, -1.056877e+01,  3.700000e-04
  2.800000e+00, -4.107180e-01, -1.097949e+01,  3.700000e-04
  2.900000e+00, -4.155690e-01, -1.139506e+01,  3.700000e-04
  3.000000e+00, -4.155690e-01, -1.181063e+01,  3.700000e-04
  3.100000e+00, -4.107180e-01, -1.222135e+01,  3.700000e-04
  3.200000e+00, -4.050585e-01, -1.262641e+01,  3.700000e-04
  3.300000e+00, -3.993990e-01, -1.302581e+01,  3.700000e-04
  3.400000e+00, -3.993990e-01, -1.342520e+01,  3.700000e-04
  3.500000e+00, -3.993990e-01, -1.382460e+01,  3.700000e-04
  3.600000e+00, -4.050585e-01, -1.422966e+01,  3.700000e-04
  3.700000e+00, -4.107180e-01, -1.464038e+01,  3.700000e-04
  3.800000e+00, -4.107180e-01, -1.505110e+01,  3.700000e-04
  3.900000e+00, -4.155690e-01, -1.546667e+01,  3.700000e-04
  4.000000e+00, -4.204200e-01, -1.588709e+01,  3.700000e-04
  4.100000e+00, -4.155690e-01, -1.630266e+01,  3.700000e-04
  4.200000e+00, -4.107180e-01, -1.671337e+01,  3.700000e-04
  4.300000e+00, -4.050585e-01, -1.711843e+01,  3.700000e-04
  4.400000e+00, -3.993990e-01, -1.751783e+01,  3.700000e-04
  4.500000e+00, -3.993990e-01, -1.791723e+01,  3.700000e-04
